class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season
1,2.96,5,2,9,0,1,0,5,8.78,2.48,3,0,0,2,0
0,9.19,0,1,11,0,2,0,0,7.63,22.84,1,0,0,0,0
0,56.52,4,8,0,0,5,0,4,7.89,46.59,2,0,0,0,3
0,6.39,0,5,5,0,2,0,5,4.81,5.35,3,1,6,0,1
1,5.7,2,4,0,0,5,0,5,4.01,5.3,3,1,0,0,1
0,8.83,0,2,5,1,5,0,5,7.53,18.34,3,1,2,0,0
1,20.65,2,9,5,0,0,0,4,6.51,40.72,3,0,0,0,0
0,5.71,3,2,5,0,3,2,3,5.96,19.93,3,0,0,0,3
0,5.81,1,5,8,0,1,1,4,5.83,5.08,3,0,0,0,0
0,4.47,1,2,5,0,1,1,0,7.5,6.4,6,0,0,0,3
0,8.5,0,2,2,0,2,0,0,8.69,19.95,1,0,0,0,0
0,1.1,5,0,3,0,1,0,9,3.52,1.52,1,0,0,0,3
1,7.66,6,8,5,0,1,0,2,13.6,18.19,1,0,0,0,0
0,4.43,0,5,5,0,1,1,4,6.67,5.32,3,0,0,0,0
1,2.21,1,5,5,0,1,0,5,8.5,3.46,0,0,0,2,0
0,3.53,5,0,5,0,1,1,9,5.08,2.71,8,0,0,0,3
1,6.14,6,0,5,0,4,0,0,7.39,12.39,1,1,2,0,0
1,6.03,0,2,5,0,2,0,4,5.41,15.78,0,0,0,0,0
0,2.64,0,5,5,0,1,0,5,5.85,5.65,1,0,0,0,0
0,6.06,2,6,0,0,3,2,3,4.45,11.7,0,0,0,0,0
0,1.2,6,0,3,0,1,0,9,3.65,1.85,1,0,0,0,3
0,7.12,1,3,1,0,0,1,1,6.39,12.9,1,0,0,0,2
1,2.45,5,2,5,0,1,0,6,8.25,2.48,8,0,0,2,1
1,3.9,5,2,5,0,1,0,6,11.32,6.69,1,1,0,2,2
0,3.99,0,2,0,0,2,0,5,5.72,3.73,1,0,0,0,0
0,5.84,0,2,0,1,2,0,4,7.59,15.75,1,0,0,0,0
0,1.05,5,0,6,0,1,0,9,3.09,1.72,1,0,0,0,1
1,8.39,6,2,5,0,5,0,0,10.17,28.37,3,0,0,0,0
0,1.82,1,6,6,0,1,1,6,5.27,2.65,1,0,0,2,3
0,5.57,4,10,5,0,3,2,3,8.17,51.94,3,0,0,4,0
1,2.12,0,3,6,0,0,0,0,2.63,7.5,1,0,0,2,0
1,1.15,0,0,3,0,1,1,0,3.44,1.52,3,0,0,0,0
0,11.1,1,2,5,1,1,0,0,9.53,17.34,1,1,3,0,0
1,11.7,6,2,5,0,5,0,0,10.53,31.02,3,0,0,0,1
0,10.39,1,1,1,0,1,0,1,4.92,16.19,1,1,0,0,0
0,3.37,0,2,0,0,1,0,4,3.58,9.05,1,0,0,0,0
1,6.64,6,0,5,0,4,0,0,7.78,15.33,1,1,2,0,0
1,5.23,0,2,2,0,1,0,0,3.36,12.64,0,0,0,0,0
1,8.1,0,8,5,0,1,0,5,10.45,11.92,3,1,0,0,0
0,10.32,0,3,5,0,4,0,0,6.98,9.86,1,0,0,0,1
1,1.72,0,0,0,0,0,1,5,2.36,2.64,3,0,0,0,0
1,8.58,0,2,5,1,2,0,7,8.65,19.91,8,0,0,0,0
0,22.29,0,2,5,0,5,0,0,18.54,72.44,3,0,0,0,0
0,7.86,0,3,5,1,5,0,4,7.5,17.08,3,1,2,0,0
0,4.18,5,0,5,0,1,1,9,5.16,3.75,8,0,0,0,2
1,3.35,5,2,6,0,1,0,6,9.43,2.7,3,0,0,2,1
1,2.88,1,8,8,0,1,0,4,2.92,4.88,0,0,0,3,0
0,9.44,2,2,2,1,0,0,8,5.43,17.85,1,0,0,0,1
0,6.89,0,3,1,0,2,0,0,7.6,10.8,3,0,0,4,2
0,9.39,2,2,8,1,0,0,8,6.33,16.53,1,0,0,0,1
0,7.9,1,2,5,0,2,0,0,7.63,20.59,1,0,0,0,1
1,2.3,0,3,8,0,1,0,8,2.9,5.17,6,0,0,1,0
0,10.29,1,8,3,0,4,0,2,24.78,12.81,1,1,7,6,3
1,3.98,0,7,7,0,1,0,11,4.78,5.07,4,0,0,0,0
1,4.08,1,2,1,0,2,0,0,5.43,6.61,1,0,0,0,1
1,1.98,1,2,10,0,1,0,5,2.58,3.29,1,0,0,0,0
0,19.74,0,2,5,0,1,1,6,6.9,23.75,1,0,0,0,2
0,6.79,0,3,8,0,0,1,1,6.54,12.36,1,0,0,1,0
0,9.46,2,2,6,0,6,0,1,6.5,20.43,11,0,0,4,0
1,5.56,3,1,3,1,2,0,2,4.76,12.01,1,0,0,2,0
1,3.3,1,3,8,0,1,0,4,3.46,6.5,0,0,0,3,0
1,11.54,1,2,6,0,4,0,0,10.3,12.29,1,1,7,0,0
0,12.71,2,2,2,1,0,0,8,6.08,17.52,1,0,0,0,0
0,1.52,1,6,5,0,1,1,6,4.74,2.34,1,0,0,2,0
1,1.5,4,4,5,0,1,0,5,3.11,1.51,3,0,0,0,2
1,0.95,0,0,3,0,1,1,0,2.76,1.47,4,0,0,0,1
1,5.55,1,2,0,0,6,1,4,4.56,13.46,0,0,0,0,0
0,15.36,6,8,3,0,1,0,0,27.4,22.98,3,1,5,0,1
1,4.44,1,2,5,0,2,0,2,6.41,4.65,3,0,0,2,0
1,1.66,0,7,11,0,1,0,2,2.56,2.18,1,0,0,2,1
0,6.2,2,2,5,0,0,0,0,5.4,7.76,1,0,0,4,0
0,8.28,2,2,0,0,1,0,0,6.37,16.87,1,0,0,0,2
1,6.17,2,4,5,0,5,0,5,4.38,6.3,3,1,0,0,1
1,10.27,0,1,5,1,5,0,11,7.79,30.83,4,0,0,0,1
0,15.27,0,6,5,0,5,0,4,14.68,54.33,3,0,0,0,0
1,1.07,5,2,0,0,1,0,6,3.64,2.7,3,1,0,1,0
1,10.14,2,2,4,1,0,0,5,5.73,12.73,3,0,0,3,0
0,10.45,1,1,1,0,1,0,1,5.12,20.42,1,1,0,0,0
1,1.46,0,0,5,0,0,1,5,2.18,2.69,3,0,0,3,1
0,4.66,6,3,3,0,4,0,5,3.98,11.84,1,1,7,2,1
0,6.24,6,2,5,0,3,2,3,5.09,20.89,3,0,0,4,3
0,8.5,0,5,5,1,5,0,4,8.53,17.69,3,1,2,0,0
1,3.0,4,2,6,0,3,2,3,3.75,14.48,8,0,0,0,0
1,3.54,5,6,10,0,1,0,7,4.62,6.82,5,0,0,0,1
1,4.18,1,9,1,0,2,0,4,4.69,3.11,3,0,0,0,1
0,20.45,0,9,7,0,5,0,5,17.38,37.86,1,0,0,0,0
1,2.29,6,2,5,0,1,0,9,6.52,2.47,0,1,7,1,0
0,8.55,1,2,5,1,1,0,0,10.29,13.07,1,1,3,0,0
0,55.66,4,8,0,0,5,0,4,6.68,31.29,2,0,0,0,1
1,1.39,0,0,0,0,0,1,5,1.43,2.16,3,0,0,0,0
0,5.5,2,2,5,0,1,0,0,4.88,23.59,3,0,0,0,1
0,8.51,1,2,6,0,6,0,2,6.93,19.8,5,0,0,0,0
0,8.06,0,1,11,0,2,0,0,6.97,18.0,1,0,0,0,0
0,0.97,0,0,7,1,1,0,2,5.68,0.99,3,0,0,0,1
1,6.23,0,1,7,0,1,0,4,7.99,10.0,4,1,4,0,0
1,7.93,4,2,4,0,1,0,4,1.46,14.6,0,0,0,0,2
1,3.29,5,2,5,0,1,0,5,8.79,2.33,3,0,0,2,0
1,4.86,0,5,5,0,1,0,5,4.39,5.74,3,1,4,0,2
0,4.13,1,0,5,0,1,1,9,4.58,3.27,8,0,0,0,3
0,8.36,0,10,3,0,0,0,2,3.47,9.21,1,0,0,0,0
1,13.78,0,3,3,0,6,0,2,8.03,16.76,3,0,0,0,1
0,10.74,1,1,1,0,1,0,1,5.07,18.33,1,1,0,0,0
1,8.3,2,9,7,1,0,0,0,5.55,8.32,4,0,0,0,0
1,2.91,0,2,5,0,2,0,2,7.4,3.89,10,0,0,4,1
1,11.77,1,2,5,0,4,0,0,10.73,10.74,1,1,7,0,1
0,10.14,1,2,6,0,6,0,1,7.35,19.98,5,0,0,4,2
1,4.9,5,5,5,0,1,0,5,9.91,4.79,1,1,0,2,2
1,2.95,5,6,4,0,1,0,10,5.92,7.23,0,0,0,1,0
0,4.06,0,2,3,0,2,0,5,7.95,9.24,1,1,0,0,0
0,9.31,0,3,5,0,4,0,2,6.38,10.01,1,0,0,0,0
1,4.52,4,2,3,0,3,2,3,6.1,35.11,1,1,0,5,1
1,7.01,0,8,3,1,1,0,9,7.37,11.87,1,1,1,2,1
0,7.7,0,2,0,1,2,0,4,7.38,15.81,1,0,0,0,1
0,8.38,1,2,0,0,1,0,0,6.24,14.97,8,0,0,0,2
1,1.67,0,0,0,0,0,1,5,1.89,2.61,3,0,0,3,0
0,18.33,1,8,5,0,1,0,0,21.53,21.19,3,1,5,0,1
1,3.54,0,7,7,0,1,0,11,5.29,6.05,4,0,0,0,0
1,5.77,6,3,5,0,1,0,6,9.53,12.79,1,1,4,0,2
1,3.24,1,9,1,0,2,0,0,3.71,2.68,3,0,0,4,0
1,5.51,1,9,5,0,0,0,5,5.32,6.39,0,1,0,0,0
1,6.79,0,3,6,1,6,1,10,4.41,11.74,3,0,0,0,0
1,5.47,0,1,7,0,1,0,9,6.52,10.01,3,1,4,0,0
1,9.15,0,8,5,0,1,0,4,12.89,12.96,3,1,0,0,0
1,7.15,1,2,4,0,2,0,5,5.7,9.73,1,0,0,0,0
0,9.73,2,2,5,0,6,0,1,7.81,20.35,5,0,0,0,2
0,3.11,2,8,5,0,0,1,2,5.8,3.04,3,0,0,4,0
0,6.96,3,5,5,0,4,0,0,13.69,13.76,3,0,0,0,1
0,8.88,0,5,5,0,5,1,4,6.59,12.14,3,0,0,0,0
0,1.18,3,0,7,1,1,0,2,5.1,1.01,3,0,0,0,1
1,5.99,0,2,6,0,0,0,4,5.99,10.41,3,0,0,4,0
1,4.39,5,2,5,0,2,0,2,6.02,4.17,3,0,0,0,1
0,10.21,0,7,5,1,4,0,2,8.91,16.45,1,1,2,0,0
0,12.86,0,9,7,0,5,0,0,17.07,35.37,1,0,0,0,0
1,7.96,6,8,3,0,1,0,6,14.3,17.39,1,0,0,0,0
0,6.16,5,5,6,0,6,1,0,5.85,10.44,8,0,0,0,1
1,2.0,6,2,5,0,1,0,9,6.64,2.37,0,1,7,1,3
1,3.47,0,3,3,0,0,0,0,2.98,7.46,1,0,0,2,0
1,2.66,0,0,5,0,1,0,0,9.13,2.63,3,0,0,0,0
0,8.52,1,1,1,0,1,0,1,5.09,19.79,1,1,0,0,0
1,10.44,0,2,5,0,5,0,0,10.13,34.21,3,0,0,0,0
0,6.13,0,3,5,0,2,0,0,7.27,9.15,3,0,0,4,0
1,11.35,6,2,5,0,5,0,2,11.53,34.45,3,0,0,0,0
0,6.31,0,5,0,1,2,0,4,4.76,10.29,1,0,0,0,0
0,1.17,1,6,6,0,1,1,9,5.11,2.65,1,0,0,2,3
1,0.73,0,0,0,0,1,0,4,3.42,0.72,1,0,0,0,1
1,11.7,0,2,6,0,4,0,0,10.53,13.45,1,1,3,0,1
0,11.64,2,2,3,1,0,0,2,6.21,24.44,1,0,0,0,1
0,11.21,1,2,6,0,0,0,0,2.38,15.38,1,0,0,0,0
0,4.59,0,2,11,0,0,0,10,6.85,8.82,9,0,0,0,1
1,6.48,1,2,0,0,6,1,4,5.86,13.41,0,0,0,0,0
0,4.29,0,2,5,0,2,0,0,6.48,4.5,1,0,0,0,1
1,2.28,5,2,5,0,1,0,9,4.33,1.8,8,0,0,0,0
1,3.99,0,5,0,0,1,0,4,6.01,7.55,6,0,0,2,0
0,5.87,1,8,6,0,6,0,0,5.52,9.43,1,0,0,0,1
0,5.81,0,5,5,0,1,1,4,6.86,5.48,3,0,0,0,3
1,2.96,4,2,9,0,3,2,3,3.52,17.91,3,0,0,0,1
1,1.26,0,3,8,0,1,0,4,2.28,5.23,6,0,0,3,0
1,6.09,5,3,9,0,4,0,4,8.79,7.91,0,0,0,1,0
0,6.7,0,2,5,0,5,1,4,5.81,10.51,3,0,0,3,1
1,8.9,0,2,6,1,2,0,5,10.38,19.94,3,0,0,0,0
1,5.3,0,2,0,0,6,1,4,4.46,10.08,0,0,0,0,0
1,3.27,4,3,8,0,3,2,3,0.0,0.0,7,1,0,0,1
0,8.13,0,2,5,0,5,1,4,8.18,12.23,3,0,0,3,0
0,1.6,0,6,5,0,1,1,6,4.53,2.38,1,0,0,2,2
1,14.99,1,0,7,0,4,0,0,17.08,17.14,1,1,3,0,0
1,9.52,0,8,8,0,1,0,4,13.29,23.48,0,1,6,0,0
1,6.13,3,7,0,0,1,0,5,7.0,8.13,1,0,0,0,0
1,4.51,0,5,5,0,1,0,5,4.96,7.07,6,1,4,0,2
0,7.87,0,2,6,0,1,0,0,6.62,12.9,1,0,0,2,0
1,6.21,1,9,7,1,0,0,0,4.41,6.73,4,0,0,0,0
0,7.86,0,2,2,0,2,0,0,8.58,15.41,1,0,0,0,0
1,1.11,5,2,0,0,1,0,9,4.09,2.57,3,1,0,2,0
1,6.23,2,9,5,1,0,0,4,5.63,8.26,4,0,0,0,0
0,7.0,1,8,5,0,4,0,5,5.48,14.07,1,1,1,7,0
1,2.83,1,3,8,0,0,0,4,3.33,5.75,6,0,0,1,0
1,7.7,2,2,7,1,0,0,1,7.77,8.23,4,0,0,0,0
0,11.45,0,2,5,1,5,0,4,10.33,23.56,3,0,0,0,1
1,3.16,3,7,0,0,1,0,10,4.84,5.26,1,0,0,0,0
0,5.41,2,2,5,0,0,0,0,5.39,8.34,1,0,0,3,0
1,2.43,1,7,11,0,1,0,0,4.03,2.64,1,0,0,2,1
0,7.14,0,5,5,0,1,1,5,6.62,6.06,1,1,1,0,1
1,1.74,0,7,9,0,1,0,2,3.23,2.49,1,0,0,2,0
1,3.51,0,8,5,0,1,0,0,5.43,3.47,3,1,6,2,1
1,19.33,0,3,5,1,5,0,11,10.77,36.4,0,0,0,0,0
1,8.49,0,5,4,0,1,0,0,10.81,13.36,1,1,3,0,1
0,11.79,2,2,3,1,0,0,2,6.17,27.14,1,0,0,0,1
0,8.13,2,2,6,0,6,0,7,6.54,18.32,5,0,0,0,0
1,6.18,0,7,0,0,1,0,5,7.02,6.6,3,1,4,0,1
1,3.36,2,6,5,1,0,0,5,3.93,6.46,3,0,0,0,1
1,4.41,1,9,1,0,2,0,4,5.54,3.38,3,0,0,0,1
1,3.52,5,2,6,0,1,0,6,10.09,2.73,8,0,0,2,1
1,3.14,5,8,5,0,1,0,0,4.98,4.34,1,0,0,0,0
1,5.57,0,5,4,0,1,0,0,10.99,14.66,1,1,2,0,0
1,1.64,4,4,5,0,1,0,5,4.6,1.49,3,0,0,0,3
1,8.66,1,2,0,0,2,0,5,6.14,11.62,1,0,0,0,1
1,8.24,5,8,3,0,1,0,2,15.92,17.57,1,0,0,0,0
0,4.07,0,2,5,0,5,0,5,5.1,11.22,4,0,0,0,1
1,8.05,0,2,5,0,1,1,0,12.43,31.66,1,0,0,0,1
0,6.47,1,0,5,0,6,0,5,9.25,13.26,6,0,0,0,0
1,3.5,0,2,5,0,2,0,2,8.28,4.11,3,0,0,0,0
0,7.64,0,9,0,1,5,0,4,7.6,15.11,0,0,0,0,1
0,7.02,0,2,5,1,5,0,9,8.31,22.42,1,0,0,0,1
1,0.93,0,3,8,0,0,0,4,3.04,6.16,6,0,0,3,0
1,1.6,5,2,6,0,1,0,9,4.8,2.09,3,0,0,0,1
1,6.92,2,9,8,0,0,0,8,3.61,6.98,0,0,0,3,0
0,4.54,0,3,5,0,5,0,5,5.26,12.08,3,0,0,0,0
1,8.42,0,5,4,0,1,0,0,10.96,13.85,1,1,3,0,1
0,7.37,1,2,0,0,1,0,0,5.97,16.02,8,0,0,0,1
0,8.72,0,2,5,1,5,0,4,7.87,17.64,3,1,2,0,0
1,18.83,2,4,3,1,0,1,0,6.86,27.6,1,0,0,0,1
0,25.12,0,6,5,0,5,0,4,16.65,83.04,3,0,0,0,0
0,7.09,1,5,6,0,6,1,9,6.54,11.62,8,0,0,0,1
0,8.52,1,0,5,0,6,0,5,9.6,12.93,6,0,0,0,0
0,19.44,6,9,8,0,5,0,0,16.17,36.77,1,0,0,0,0
0,6.27,1,7,5,0,4,0,5,3.65,11.6,1,1,1,7,0
1,11.4,0,1,0,1,5,0,11,9.9,29.77,4,0,0,0,1
0,1.51,0,3,0,0,0,0,0,5.3,1.39,0,0,0,0,0
0,10.46,1,2,5,1,1,0,0,12.31,19.81,1,1,3,0,0
1,6.91,1,2,7,0,2,1,0,6.76,18.87,1,0,0,0,1
0,11.33,0,2,5,1,5,0,4,9.63,22.9,3,0,0,0,1
0,4.24,1,0,6,0,1,1,9,6.33,3.29,8,0,0,0,0
1,2.74,1,9,1,0,2,0,4,4.13,2.82,3,0,0,0,0
1,3.88,0,5,8,0,1,0,5,4.94,6.02,6,1,4,0,2
0,9.52,1,1,1,0,1,0,1,4.51,18.68,1,1,0,0,0
0,3.86,0,2,3,0,1,0,10,5.67,7.33,9,0,0,0,0
0,8.88,0,5,5,1,5,0,4,8.36,21.87,3,0,0,0,0
1,8.13,2,2,4,1,0,0,8,5.09,12.71,1,1,0,0,1
0,3.12,1,3,3,0,0,1,0,2.73,5.76,1,0,0,1,2
1,3.14,5,8,7,0,4,0,0,5.16,3.49,1,1,7,0,1
0,3.33,5,8,5,0,1,0,5,7.44,3.47,1,0,0,0,3
1,3.11,2,2,10,0,1,0,0,4.11,7.37,0,0,0,0,0
0,9.01,2,2,3,1,0,0,8,5.59,16.37,1,0,0,0,0
0,7.18,0,2,5,1,5,0,9,10.01,22.76,1,0,0,0,1
1,7.32,0,3,5,1,6,1,10,6.45,15.45,1,0,0,0,1
0,5.4,6,2,5,0,3,2,3,5.63,19.67,3,0,0,0,3
1,1.59,0,2,5,0,1,0,6,4.78,2.47,3,0,0,2,1
1,2.87,2,9,3,0,1,1,2,3.82,2.58,1,0,0,2,0
1,9.34,1,2,5,0,2,0,0,10.37,12.2,1,0,0,0,1
0,5.33,1,5,6,0,6,1,9,4.72,9.85,8,0,0,0,1
1,0.88,0,2,8,0,0,0,8,4.87,1.11,0,0,0,2,1
1,5.98,2,2,5,0,2,0,4,5.94,15.62,0,0,0,0,0
0,7.38,0,2,5,0,1,0,0,8.41,14.03,8,0,0,0,0
0,3.74,4,10,5,0,3,2,3,6.26,48.78,3,0,0,0,2
1,3.77,5,3,0,0,1,0,4,7.07,7.11,0,1,4,0,2
0,10.23,1,1,1,0,1,0,1,5.05,21.33,1,1,0,0,0
0,4.52,1,2,0,0,2,0,5,5.95,3.6,1,0,0,0,0
1,7.91,6,0,5,0,4,0,0,6.97,12.02,1,1,2,0,0
0,1.92,0,2,10,0,1,1,7,5.26,3.92,1,0,0,0,2
1,1.08,0,0,3,0,1,1,0,3.65,1.65,4,0,0,0,0
1,2.13,0,7,11,0,1,0,0,4.73,2.53,1,0,0,2,0
1,6.67,0,9,5,1,0,0,5,7.25,10.64,4,0,0,0,0
1,0.76,0,0,5,0,1,0,5,4.44,1.1,2,0,0,0,3
0,10.93,0,7,5,1,4,0,2,8.78,17.39,1,1,2,4,0
0,6.86,0,2,0,0,4,0,0,6.15,12.62,0,1,3,0,0
1,9.18,2,2,2,1,0,0,2,7.31,14.87,10,1,0,0,0
0,12.14,1,3,7,0,1,1,0,9.25,16.07,3,1,0,0,2
0,2.91,5,8,5,0,1,0,6,6.24,2.7,1,0,0,0,1
0,1.44,0,6,6,0,1,1,9,5.12,2.61,1,0,0,2,0
0,6.53,2,2,5,0,0,0,0,4.88,8.48,1,0,0,0,0
1,5.34,0,9,5,1,0,0,0,4.42,7.04,4,0,0,0,0
1,4.51,5,5,5,0,1,0,5,10.53,6.27,1,1,0,2,1
1,5.1,1,4,5,0,1,0,4,6.23,7.31,3,1,0,0,0
0,1.36,1,6,6,0,1,1,9,4.75,2.43,1,0,0,0,2
0,4.71,1,8,5,0,6,0,9,4.45,7.64,1,0,0,0,0
0,4.61,0,5,5,0,2,0,0,4.89,5.42,3,1,6,0,0
1,5.67,1,2,10,0,1,0,0,5.28,9.41,0,0,0,0,1
1,0.98,5,2,5,0,1,0,6,3.56,2.46,3,1,0,1,0
1,4.23,2,6,10,0,1,0,9,6.4,5.82,5,0,0,4,1
1,9.44,0,2,5,0,5,0,2,11.31,33.7,3,0,0,0,0
0,7.85,1,8,5,0,4,0,5,5.12,13.04,1,1,6,7,0
0,6.46,0,8,3,0,4,0,2,4.2,11.83,1,1,7,1,0
0,6.41,0,8,5,0,4,0,2,5.01,9.92,3,0,0,0,0
1,9.41,0,5,4,0,1,0,0,11.17,14.5,1,1,2,0,0
1,5.15,0,2,5,0,6,0,2,7.05,11.67,1,1,4,0,0
0,5.29,0,2,4,0,1,0,10,6.44,8.16,9,0,0,0,0
0,3.66,1,9,2,1,0,0,2,4.27,5.55,8,0,0,0,0
1,9.23,0,2,10,1,2,0,7,10.9,21.57,8,0,0,0,0
1,6.09,0,3,6,1,6,1,10,5.69,15.08,1,0,0,0,0
1,9.72,4,2,5,0,3,2,3,3.57,24.97,3,0,0,0,1
1,4.43,5,2,5,0,2,0,2,5.95,4.59,8,0,0,2,1
0,3.49,2,2,0,0,3,2,3,6.53,7.89,6,0,0,0,0
0,1.5,3,0,5,0,1,0,9,4.91,1.45,8,0,0,4,0
0,52.31,4,8,0,0,5,0,4,7.57,38.29,3,0,0,0,1
0,21.16,0,6,5,0,5,0,4,19.0,77.2,3,0,0,0,1
0,5.06,0,8,6,0,6,0,0,4.46,7.09,1,0,0,0,1
0,18.52,2,3,9,0,1,1,6,8.55,25.79,1,0,0,0,0
1,7.44,5,8,5,0,1,0,6,15.88,17.55,1,0,0,0,0
1,13.43,1,2,6,1,0,0,5,5.39,26.39,9,0,0,4,0
1,3.23,5,6,2,0,1,0,10,5.59,6.78,9,0,0,2,0
1,7.08,0,2,5,0,2,0,0,15.26,7.43,3,0,0,0,1
1,3.2,1,9,5,0,2,0,4,4.9,2.92,3,0,0,4,1
0,1.58,3,0,5,0,1,0,0,4.79,1.57,8,0,0,0,0
1,12.1,0,1,5,1,5,0,8,8.5,24.17,5,0,0,0,1
0,6.4,2,6,0,0,3,2,3,4.84,17.86,0,0,0,0,0
1,3.87,0,5,8,0,1,0,5,4.7,5.7,3,1,4,0,2
1,4.63,1,2,5,0,2,0,2,7.0,4.92,8,0,0,2,1
0,6.39,1,5,9,0,6,1,0,5.57,10.71,8,0,0,0,0
1,9.97,6,2,5,0,5,0,2,10.74,33.74,3,0,0,0,0
1,8.49,6,2,5,0,5,0,0,9.83,30.7,3,0,0,0,0
1,4.96,1,10,0,0,2,1,4,5.1,4.71,0,0,0,0,0
0,8.59,0,3,3,0,6,0,0,6.93,29.67,1,0,0,1,1
0,8.82,0,5,5,1,5,0,4,7.71,22.43,3,0,0,0,0
1,3.21,2,3,6,0,0,0,0,2.97,7.05,1,0,0,2,1
0,1.3,6,0,6,0,1,0,9,3.27,1.65,1,0,0,0,3
1,5.82,1,8,10,0,6,0,4,6.98,17.29,5,0,0,0,0
1,5.74,3,4,0,1,2,0,2,5.8,13.3,1,0,0,0,3
1,1.05,0,0,3,0,1,1,0,2.92,1.68,4,0,0,4,1
1,3.39,1,2,1,0,2,0,0,3.36,5.33,1,0,0,0,0
0,5.66,0,5,0,1,2,0,4,8.15,16.84,1,0,0,0,0
1,1.46,0,2,5,0,1,0,6,5.48,2.54,3,0,0,2,0
1,3.76,0,8,5,0,1,0,0,5.64,3.67,3,1,6,0,0
0,5.02,0,2,6,0,1,1,5,4.16,3.64,8,1,1,0,2
1,8.58,0,2,10,1,2,0,5,9.19,21.08,8,0,0,0,0
0,6.33,0,5,5,0,2,0,0,5.62,6.54,3,1,6,0,1
1,7.53,0,8,3,1,1,0,5,7.33,12.55,1,1,1,0,0
1,7.77,0,0,5,0,4,0,0,7.05,14.45,1,1,2,0,1
1,12.78,1,2,6,1,0,0,0,5.3,27.75,9,0,0,0,0
1,0.72,1,2,8,0,0,0,8,4.65,0.9,0,0,0,2,1
1,2.0,0,7,9,0,1,0,2,3.77,2.46,1,0,0,2,1
1,0.96,0,0,3,0,1,1,0,2.93,1.41,4,0,0,0,1
1,9.95,2,2,2,1,0,0,2,8.28,15.12,10,1,0,0,1
0,7.69,0,9,0,1,5,0,4,5.45,13.11,4,0,0,0,0
1,3.41,0,7,7,0,1,0,11,3.74,4.52,4,0,0,0,0
1,2.23,6,2,5,0,1,0,5,6.57,2.38,0,1,7,1,0
1,4.03,0,7,7,0,1,0,11,4.48,5.38,4,0,0,0,0
0,5.8,2,2,0,0,1,0,0,5.84,13.78,8,0,0,0,0
0,9.9,0,7,5,1,4,0,2,8.69,16.59,1,1,1,4,0
1,1.62,1,7,11,0,1,0,2,3.41,2.54,1,0,0,2,0
1,13.13,0,5,3,0,6,0,4,8.01,19.14,3,0,0,0,0
1,7.02,6,0,5,0,4,0,0,7.7,13.8,1,1,2,0,1
1,3.98,2,2,5,1,0,0,1,5.97,5.15,3,0,0,0,0
0,7.96,2,2,6,0,6,0,9,7.03,18.31,5,0,0,0,0
1,7.15,0,7,0,0,1,0,5,7.36,7.88,3,1,4,2,1
1,1.76,0,4,5,0,1,0,5,4.26,1.65,3,0,0,0,2
1,4.0,2,6,10,0,1,0,7,5.44,5.85,5,0,0,0,0
1,0.85,0,0,3,0,1,1,0,2.8,1.25,3,0,0,4,0
1,1.58,5,2,5,0,1,0,9,4.35,1.77,3,0,0,0,0
0,15.7,0,2,5,0,1,1,6,7.13,22.87,1,0,0,0,2
1,13.39,0,9,0,0,1,0,8,16.44,28.37,6,1,6,0,1
0,10.1,0,2,5,1,1,0,0,10.5,14.51,1,1,3,0,0
1,7.08,0,5,7,0,2,1,0,5.3,16.42,1,0,0,0,0
0,11.49,0,3,3,1,4,0,5,10.03,18.2,1,1,1,1,0
1,10.36,0,2,10,1,2,0,5,10.09,20.68,3,0,0,0,0
1,2.61,0,9,3,0,0,1,2,2.96,2.24,1,0,0,2,1
1,3.14,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,1
1,6.55,0,3,5,0,6,0,9,5.93,7.92,3,0,0,0,2
0,6.78,0,2,5,0,5,1,4,6.11,11.14,3,0,0,3,1
1,3.26,2,3,6,0,0,0,0,2.38,6.56,1,0,0,2,0
1,1.62,5,5,5,0,1,0,5,4.2,1.57,3,0,0,0,1
1,12.82,1,2,4,1,0,0,0,4.77,23.95,9,0,0,0,0
1,2.59,0,8,5,0,1,0,0,5.16,3.35,3,1,6,2,1
0,8.45,0,5,0,1,2,0,4,7.97,16.79,1,0,0,0,1
0,4.36,1,8,6,0,6,0,0,4.08,6.25,1,0,0,0,0
0,6.64,0,5,0,1,2,0,4,6.33,10.86,1,0,0,0,1
1,2.32,1,6,5,1,0,0,5,3.12,4.77,3,0,0,0,0
0,3.31,0,3,3,0,0,1,0,3.41,5.65,1,0,0,1,0
0,8.16,1,3,5,0,6,0,0,5.94,9.68,1,0,0,2,0
1,5.18,0,1,7,0,1,0,0,7.86,10.34,4,1,4,0,0
0,9.23,2,2,6,0,6,0,2,7.82,19.74,5,0,0,2,2
0,9.49,0,3,5,0,4,0,0,8.43,11.13,1,0,0,0,3
1,3.68,1,2,5,0,2,0,2,5.37,3.56,8,0,0,0,0
1,2.28,5,2,6,0,1,0,9,5.21,1.83,8,0,0,0,1
0,3.95,0,2,3,0,2,0,0,7.46,6.87,3,1,0,2,1
0,3.75,0,2,5,0,0,0,8,6.44,8.34,1,0,0,0,0
0,4.32,1,2,5,0,0,0,8,6.27,7.37,6,0,0,0,2
1,3.2,1,2,10,0,1,0,5,3.6,3.55,1,0,0,5,0
